GEO.id,GEO.id2,GEO.display-label,HC02_EST_VC02
Id,Id2,Geography,Median income (dollars); Estimate; Households
8600000US12067,12067,ZCTA5 12067,63355
8600000US12068,12068,ZCTA5 12068,52860
8600000US12069,12069,ZCTA5 12069,-
8600000US12070,12070,ZCTA5 12070,65080
8600000US12071,12071,ZCTA5 12071,53750
8600000US12072,12072,ZCTA5 12072,49815
8600000US12074,12074,ZCTA5 12074,67361
8600000US12075,12075,ZCTA5 12075,61772
8600000US12076,12076,ZCTA5 12076,60795
8600000US12077,12077,ZCTA5 12077,94138
8600000US12078,12078,ZCTA5 12078,39514
8600000US12083,12083,ZCTA5 12083,70500
8600000US12084,12084,ZCTA5 12084,69866
8600000US12085,12085,ZCTA5 12085,45833
8600000US12086,12086,ZCTA5 12086,56477
8600000US12087,12087,ZCTA5 12087,71771
8600000US12089,12089,ZCTA5 12089,64242
8600000US12090,12090,ZCTA5 12090,57132
8600000US12092,12092,ZCTA5 12092,34000
8600000US12093,12093,ZCTA5 12093,49861
8600000US12094,12094,ZCTA5 12094,75096
8600000US12095,12095,ZCTA5 12095,48964
8600000US12106,12106,ZCTA5 12106,71758
8600000US12108,12108,ZCTA5 12108,57500
8600000US12110,12110,ZCTA5 12110,71961
